STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS  IN CONSTITUENCY,OVER TOTAL VOTES POLLED  IN CONSTITUENCY,TOTAL ELECTORS
Madhya Pradesh,REWA,JANARDAN MISHRA,1,BJP,Lotus,MALE,0.0,62.0,GENERAL,Graduate Professional,,,580769,3000,583769,34.75779591,57.53504719,1679534
Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",0,INC,Hand,MALE,0.0,34.0,GENERAL,Graduate Professional,,,270519,442,270961,16.13310597,26.70534736,1679534
Madhya Pradesh,REWA,VIKASH SINGH PATEL,0,BSP,Elephant,MALE,0.0,36.0,GENERAL,Graduate,,,91012,97,91109,5.424659459,8.979511784,1679534
Madhya Pradesh,REWA,GIRIJESH SINGH SENGER,0,CPI(M),"Hammer, Sickle and Star",MALE,0.0,49.0,GENERAL,Post Graduate,,,10401,22,10423,0.620588806,1.027269,1679534
Uttar Pradesh,ROBERTSGANJ,PAKAURI LAL KOL,1,ADAL,Cup & Saucer,MALE,0.0,66.0,SC,Literate,,,447691,223,447914,25.9880548,45.29856271,1723538
Uttar Pradesh,ROBERTSGANJ,BHAI LAL,0,SP,Bicycle,MALE,1.0,67.0,SC,10th Pass,,,393304,274,393578,22.83546983,39.80343931,1723538
Uttar Pradesh,ROBERTSGANJ,BHAGWATI PRASAD CHAUDHARI,0,INC,Hand,MALE,0.0,64.0,SC,Graduate Professional,,,35222,47,35269,2.046314035,3.566834277,1723538
Uttar Pradesh,ROBERTSGANJ,ANUJ KUMAR KANAUJIA,0,BLRP,BUCKET,MALE,0.0,28.0,SC,Post Graduate,,,18333,5,18338,1.06397422,1.854563695,1723538
Uttar Pradesh,ROBERTSGANJ,ASHOK KUMAR KANAUJIYA,0,CPI(M),Ears of Corn And Sickle,MALE,0.0,55.0,SC,Graduate Professional,,,17445,21,17466,1.013380616,1.76637635,1723538
Uttar Pradesh,ROBERTSGANJ,S R DARAPURI,0,AIPF,Cot,MALE,0.0,64.0,SC,Graduate,,,11029,3,11032,0.640078722,1.11569128,1723538
Haryana,ROHTAK,ARVIND KUMAR SHARMA,1,BJP,Lotus,MALE,0.0,56.0,GENERAL,Post Graduate,,,566242,7603,573845,33.03402791,46.84471924,1737133
Haryana,ROHTAK,DEEPENDER SINGH HOODA,0,INC,Hand,MALE,0.0,41.0,GENERAL,Post Graduate,,,563606,2736,566342,32.60210934,46.23222644,1737133
Haryana,ROHTAK,KISHAN LAL PANCHAL,0,BSP,Elephant,MALE,0.0,51.0,GENERAL,5th Pass,,,38163,201,38364,2.208466479,3.131770441,1737133
Haryana,ROHTAK,PRADEEP KUMAR DESWAL,0,JNJP,Chappals,MALE,3.0,32.0,GENERAL,Post Graduate,,,21050,161,21211,1.221034889,1.731518685,1737133
Gujarat,SABARKANTHA,RATHOD DIPSINH SHANKARSINH,1,BJP,Lotus,MALE,0.0,67.0,GENERAL,8th Pass,,,696497,5486,701983,38.96189024,57.49350111,1801717
Gujarat,SABARKANTHA,THAKOR RAJENDRASINH SHIVSINH,0,INC,Hand,MALE,0.0,46.0,GENERAL,Graduate,,,428836,4161,432997,24.03246459,35.46312874,1801717
Gujarat,SABARKANTHA,RAVAL RAJUBHAI PUNJABHAI,0,IND,Gas Cylinder,MALE,0.0,38.0,GENERAL,10th Pass,,,17154,21,17175,0.953257365,1.406659252,1801717
Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,1,BJP,Lotus,MALE,1.0,51.0,GENERAL,Post Graduate,,,645338,893,646231,40.81985738,62.28516408,1583129
Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,0,INC,Hand,MALE,0.0,65.0,GENERAL,Post Graduate,,,340335,354,340689,21.51997721,32.83635459,1583129
Madhya Pradesh,SAGAR,RAJKUMAR YADAV,0,BSP,Elephant,MALE,0.0,47.0,GENERAL,12th Pass,,,20327,36,20363,1.286250205,1.962630694,1583129
Uttar Pradesh,SAHARANPUR,HAJI FAZLUR REHMAN,1,BSP,Elephant,MALE,0.0,67.0,GENERAL,Graduate,,,513268,871,514139,29.56381585,41.7172304,1739082
Uttar Pradesh,SAHARANPUR,RAGHAV LAKHANPAL,0,BJP,Lotus,MALE,2.0,44.0,GENERAL,Post Graduate,,,489942,1780,491722,28.27480245,39.89831537,1739082
Uttar Pradesh,SAHARANPUR,IMRAN MASOOD,0,INC,Hand,MALE,8.0,48.0,GENERAL,12th Pass,,,206908,160,207068,11.9067416,16.80149427,1739082
Tamil Nadu,SALEM,PARTHIBAN.S.R,1,DMK,Rising Sun,MALE,4.0,49.0,GENERAL,Graduate Professional,,,602453,3849,606302,37.59984422,48.25977251,1612512
Tamil Nadu,SALEM,SARAVANAN.K.R.S,0,AIADMK,Two Leaves,MALE,0.0,44.0,GENERAL,Graduate Professional,,,458118,1258,459376,28.4882221,36.56491527,1612512
Tamil Nadu,SALEM,PRABHU MANIKANDAN.M,0,MNM,Battery Torch,MALE,0.0,28.0,GENERAL,Graduate Professional,,,58472,190,58662,3.637926415,4.669314591,1612512
Tamil Nadu,SALEM,SELVAM.S.K,0,IND,Gift Pack,MALE,3.0,57.0,GENERAL,10th Pass,,,52252,80,52332,3.245371197,4.16546608,1612512
Tamil Nadu,SALEM,RASA.A,0,NTK,Ganna Kisan,MALE,3.0,57.0,GENERAL,12th Pass,,,33741,149,33890,2.101689786,2.697539659,1612512
Uttar Pradesh,SALEMPUR,RAVINDER,1,BJP,Lotus,MALE,0.0,55.0,GENERAL,12th Pass,,,464629,3311,467940,28.06603802,50.63732211,1667282
Uttar Pradesh,SALEMPUR,R S KUSHWAHA,0,BSP,Elephant,MALE,0.0,62.0,GENERAL,Others,,,352381,2944,355325,21.31163175,38.45088362,1667282
Uttar Pradesh,SALEMPUR,RAJARAM,0,SBSP,Walking Stick,MALE,0.0,54.0,GENERAL,10th Pass,,,33552,16,33568,2.013336676,3.632503374,1667282
Uttar Pradesh,SALEMPUR,RAJESH KUMAR MISHRA,0,INC,Hand,MALE,1.0,61.0,GENERAL,Doctorate,,,27045,318,27363,1.641174079,2.961039973,1667282
Bihar,SAMASTIPUR (SC),Ramchandra Paswan,1,LJP,Bungalow,MALE,5.0,58.0,SC,10th Pass,,,561460,983,562443,33.49809116,55.15385317,1679030
Bihar,SAMASTIPUR (SC),Dr. Ashok Kumar,0,INC,Hand,MALE,0.0,64.0,SC,Graduate Professional,,,310016,784,310800,18.51068772,30.47743072,1679030
Bihar,SAMASTIPUR (SC),Vidya Nand Ram,0,WAP,Boat with Man and Sail,MALE,0.0,46.0,SC,Post Graduate,,,29392,0,29392,1.750534535,2.882215713,1679030
Bihar,SAMASTIPUR (SC),Suraj Kumar Das,0,IND,Auto- Rickshaw,MALE,0.0,37.0,SC,Post Graduate,,,22170,17,22187,1.321417723,2.175684541,1679030
Bihar,SAMASTIPUR (SC),Asha Devi,0,AAM,CHAPATI ROLLER,FEMALE,1.0,25.0,SC,Literate,,,14099,15,14114,0.840604397,1.38403622,1679030
Bihar,SAMASTIPUR (SC),Mantesh Kumar,0,BSP,Elephant,MALE,0.0,40.0,SC,Graduate,,,11681,37,11718,0.697902956,1.149081509,1679030
Bihar,SAMASTIPUR (SC),Vijay Kumar Ram,0,VCSMP,Tiller,MALE,0.0,32.0,SC,12th Pass,,,10510,2,10512,0.62607577,1.030819664,1679030
Odisha,SAMBALPUR,NITESH GANGA DEB,1,BJP,Lotus,MALE,1.0,47.0,GENERAL,12th Pass,,,471382,2388,473770,32.26151321,42.05076589,1468530
Odisha,SAMBALPUR,NALINI KANTA PRADHAN,0,BJD,Conch,MALE,0.0,61.0,GENERAL,Post Graduate,,,464063,545,464608,31.63762402,41.23756726,1468530
Odisha,SAMBALPUR,SARAT PATTANAYAK,0,INC,Hand,MALE,0.0,62.0,GENERAL,Graduate Professional,,,135672,297,135969,9.258850687,12.06830442,1468530
Uttar Pradesh,SAMBHAL,DR. SHAFIQUR REHMAN BARQ,1,SP,Bicycle,MALE,0.0,86.0,GENERAL,Graduate,,,657505,501,658006,35.98091389,55.58478376,1828764
Uttar Pradesh,SAMBHAL,PARAMESHVAR LAL SAINI,0,BJP,Lotus,MALE,0.0,64.0,GENERAL,10th Pass,,,482466,714,483180,26.42112378,40.81642997,1828764
Uttar Pradesh,SAMBHAL,MAJOR JAGAT PAL SINGH,0,INC,Hand,MALE,0.0,78.0,GENERAL,Graduate,,,12076,29,12105,0.661922479,1.022564851,1828764
Maharashtra,SANGLI,Sanjaykaka Patil,1,BJP,Lotus,MALE,1.0,54.0,GENERAL,10th Pass,,,503615,5380,508995,28.13512066,42.68047772,1809109
Maharashtra,SANGLI,Vishal Prakashbapu Patil,0,SWP,Bat,MALE,3.0,38.0,GENERAL,Graduate,,,342016,2627,344643,19.05042759,28.89915988,1809109
Maharashtra,SANGLI,Gopichand Kundlik Padalkar,0,VBA,Cup & Saucer,MALE,5.0,36.0,GENERAL,12th Pass,,,297349,2885,300234,16.59568329,25.17535644,1809109
Punjab,SANGRUR,BHAGWANT MANN,1,AAP,Broom,MALE,0.0,45.0,GENERAL,12th Pass,,,412201,1360,413561,27.04018684,37.35007984,1529431
Punjab,SANGRUR,KEWAL SINGH DHILLON,0,INC,Hand,MALE,0.0,68.0,GENERAL,12th Pass,,,302559,791,303350,19.83417362,27.39655509,1529431
Punjab,SANGRUR,PARMINDER SINGH DHINDSA,0,SAD,Scales,MALE,1.0,43.0,GENERAL,Post Graduate,,,262622,876,263498,17.2284987,23.79738742,1529431
Punjab,SANGRUR,SIMRANJIT SINGH MANN,0,SAD(M),Truck,MALE,0.0,74.0,GENERAL,Graduate,,,48234,131,48365,3.162287151,4.368005231,1529431
Punjab,SANGRUR,JASRAJ SINGH LONGIA,0,LIP,Letter Box,MALE,0.0,46.0,GENERAL,Graduate,,,20016,71,20087,1.313364251,1.814124286,1529431
Uttar Pradesh,SANT KABIR NAGAR,PRAVEEN KUMAR NISHAD,1,BJP,Lotus,MALE,0.0,30.0,ST,Graduate Professional,,,466167,1376,467543,23.8189559,43.94510891,1962903
Uttar Pradesh,SANT KABIR NAGAR,BHEESHMA SHANKAR,0,BSP,Elephant,MALE,0.0,54.0,GENERAL,12th Pass,,,430899,895,431794,21.9977248,40.58500364,1962903
Uttar Pradesh,SANT KABIR NAGAR,BHAL CHANDRA YADAV,0,INC,Hand,MALE,2.0,60.0,GENERAL,Graduate,,,128242,264,128506,6.54673206,12.07848298,1962903
Bihar,SARAN,Rajiv Pratap Rudy,1,BJP,Lotus,MALE,0.0,58.0,GENERAL,Post Graduate,,,496992,2994,499986,29.98861001,52.98622849,1667253
Bihar,SARAN,Chandrika Roy,0,RJD,Hurricane Lamp,MALE,3.0,61.0,GENERAL,Doctorate,,,360461,1114,361575,21.68687056,38.31806404,1667253
Bihar,SARAN,Sheojee Ram,0,BSP,Elephant,MALE,1.0,44.0,SC,Graduate,,,15196,87,15283,0.91665752,1.61962241,1667253
Bihar,SARAN,Shiv Brat Singh,0,IND,Tractor Chalata Kisan,MALE,0.0,53.0,GENERAL,Doctorate,,,14617,1,14618,0.876771552,1.549148752,1667253
Chhattisgarh,SARGUJA,Renuka Singh Saruta,1,BJP,Lotus,FEMALE,0.0,55.0,ST,12th Pass,,,662428,1283,663711,40.09759316,51.80320883,1655239
Chhattisgarh,SARGUJA,Khel Sai Singh,0,INC,Hand,MALE,0.0,72.0,ST,Post Graduate,,,504927,911,505838,30.55981644,39.48108672,1655239
Chhattisgarh,SARGUJA,Asha Devi Poya,0,GGP,Saw,FEMALE,0.0,44.0,ST,Graduate Professional,,,24439,24,24463,1.477913461,1.909357985,1655239
Chhattisgarh,SARGUJA,Maya Bhagat,0,BSP,Elephant,FEMALE,0.0,40.0,ST,Post Graduate,,,18489,45,18534,1.119717455,1.446594485,1655239
Bihar,SASARAM (SC),CHHEDI PASWAN,1,BJP,Lotus,MALE,4.0,63.0,SC,"Post Graduate
",,,492364,2436,494800,27.67526643,50.71870288,1787878
Bihar,SASARAM (SC),MEIRA KUMAR,0,INC,Hand,FEMALE,0.0,74.0,SC,Post Graduate,,,326373,2682,329055,18.4047793,33.72926996,1787878
Bihar,SASARAM (SC),MANOJ KUMAR,0,BSP,Elephant,MALE,0.0,35.0,SC,Graduate,,,86187,219,86406,4.832880096,8.856912371,1787878
Bihar,SASARAM (SC),ASHOK BAITHA,0,IND,Cup & Saucer,MALE,10.0,48.0,SC,10th Pass,,,9973,56,10029,0.560944315,1.028007015,1787878
Maharashtra,SATARA,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,1,NCP,Clock,MALE,8.0,53.0,GENERAL,12th Pass,,,576078,2948,579026,31.32428703,51.80249374,1848489
Maharashtra,SATARA,NARENDRA ANNASAHEB PATIL,0,SHS,Bow and Arrow,MALE,4.0,44.0,GENERAL,12th Pass,,,449661,2837,452498,24.47934502,40.48268094,1848489
Maharashtra,SATARA,SAHADEO KERAPPA AIWALE,0,VBA,Cup & Saucer,MALE,0.0,63.0,SC,Graduate Professional,,,40563,110,40673,2.200337681,3.638805214,1848489
Madhya Pradesh,SATNA,GANESH SINGH,1,BJP,Lotus,MALE,2.0,56.0,GENERAL,Post Graduate,,,587410,1343,588753,37.37962394,52.86198491,1575064
Madhya Pradesh,SATNA,RAJARAM TRIPATHI,0,INC,Hand,MALE,0.0,66.0,GENERAL,12th Pass,,,356973,307,357280,22.6835227,32.07886833,1575064
Madhya Pradesh,SATNA,ACCHE LAL KUSHAWAHA,0,BSP,Elephant,MALE,2.0,62.0,GENERAL,8th Pass,,,109901,60,109961,6.981367106,9.872997203,1575064
Telangana,SECUNDRABAD,G . KISHAN REDDY,1,BJP,Lotus,MALE,0.0,58.0,GENERAL,Others,,,384248,532,384780,19.54908763,42.04037528,1968276
Telangana,SECUNDRABAD,TALASANI SAI KIRAN YADAV,0,TRS,Car,MALE,6.0,32.0,GENERAL,Post Graduate,,,322482,184,322666,16.39333102,35.25391062,1968276
Telangana,SECUNDRABAD,ANJAN KUMAR YADAV. M,0,INC,Hand,MALE,0.0,58.0,GENERAL,Graduate,,,173027,202,173229,8.801052291,18.92669102,1968276
Telangana,SECUNDRABAD,N . SHANKAR GOUD,0,JnP,Glass Tumbler,MALE,0.0,44.0,GENERAL,8th Pass,,,9677,6,9683,0.491953364,1.057947279,1968276
Madhya Pradesh,SHAHDOL,HIMADRI SINGH,1,BJP,Lotus,FEMALE,0.0,32.0,ST,Graduate,,,746122,1855,747977,45.1547685,60.3944655,1656474
Madhya Pradesh,SHAHDOL,PRAMILA SINGH,0,INC,Hand,FEMALE,0.0,50.0,ST,Post Graduate,,,343553,1091,344644,20.80588044,27.82784787,1656474
Madhya Pradesh,SHAHDOL,BAHAN KESHKALI KOL,0,CPI(M),Ears of Corn And Sickle,FEMALE,0.0,31.0,ST,12th Pass,,,33683,12,33695,2.034139987,2.720660548,1656474
Madhya Pradesh,SHAHDOL,MOHDAL SINGH PAV,0,BSP,Elephant,MALE,0.0,65.0,ST,10th Pass,,,20547,51,20598,1.243484655,1.663159697,1656474
Madhya Pradesh,SHAHDOL,VIMAL SINGH KORCHE,0,GGP,Saw,MALE,0.0,27.0,ST,10th Pass,,,16759,30,16789,1.013538395,1.355606765,1656474
Uttar Pradesh,SHAHJAHANPUR,Arun Kumar Sagar,1,BJP,Lotus,MALE,1.0,42.0,SC,12th Pass,,,686352,2638,688990,32.58867061,58.03814737,2114201
Uttar Pradesh,SHAHJAHANPUR,Amar Chandra Jauhar,0,BSP,Elephant,MALE,5.0,48.0,SC,Post Graduate,,,417337,3235,420572,19.89271597,35.42753845,2114201
Uttar Pradesh,SHAHJAHANPUR,Brahm Swaroop Sagar,0,INC,Hand,MALE,0.0,47.0,SC,Graduate,,,35055,228,35283,1.668857408,2.972118541,2114201
Bihar,SHEOHAR,RAMA DEVI,1,BJP,Lotus,FEMALE,1.0,69.0,GENERAL,Graduate Professional,,,606581,2097,608678,36.09729483,60.56937469,1686215
Bihar,SHEOHAR,SYED FAISAL ALI,0,RJD,Hurricane Lamp,MALE,1.0,52.0,GENERAL,Post Graduate,,,266870,1448,268318,15.91244296,26.70024788,1686215
Bihar,SHEOHAR,Kedar Nath Prasad,0,IND,Ganna Kisan,MALE,3.0,73.0,GENERAL,12th Pass,,,18425,1,18426,1.092743215,1.83356602,1686215
Bihar,SHEOHAR,Raj Kumar Parsad,0,IND,Table,MALE,0.0,44.0,GENERAL,12th Pass,,,13701,3,13704,0.812707751,1.363681143,1686215
Bihar,SHEOHAR,Shamim Alam,0,NCP,Clock,MALE,0.0,51.0,GENERAL,12th Pass,,,13239,30,13269,0.786910329,1.320394417,1686215
Bihar,SHEOHAR,Mukesh Kumar Jha,0,BSP,Elephant,MALE,1.0,30.0,GENERAL,12th Pass,,,12417,53,12470,0.739526098,1.240886154,1686215
Bihar,SHEOHAR,Vijay Nandan Paswan,0,IND,Bead Necklace,MALE,0.0,31.0,SC,10th Pass,,,11127,11,11138,0.660532613,1.108339213,1686215
Bihar,SHEOHAR,Anil Kumar Tiwari,0,IND,Chimney,MALE,0.0,51.0,GENERAL,12th Pass,,,10678,1,10679,0.633311885,1.062664253,1686215
Meghalaya,SHILLONG,VINCENT H. PALA,1,INC,Hand,MALE,0.0,51.0,ST,Graduate Professional,,,419212,477,419689,35.03814474,53.51271678,1197806
Meghalaya,SHILLONG,JEMINO MAWTHOH,0,UDP,Drum,MALE,0.0,54.0,ST,Doctorate,,,267080,176,267256,22.31212734,34.07664874,1197806
Meghalaya,SHILLONG,SANBOR SHULLAI,0,BJP,Lotus,MALE,0.0,52.0,ST,10th Pass,,,75786,897,76683,6.401954908,9.777515399,1197806
Himachal Pradesh,SHIMLA,SURESH KUMAR KASHYAP,1,BJP,Lotus,MALE,0.0,48.0,SC,Post Graduate,,,601305,4877,606182,48.14464472,66.23861251,1259085
Himachal Pradesh,SHIMLA,DHANI RAM SHANDIL,0,INC,Hand,MALE,1.0,78.0,SC,Doctorate,,,277647,1021,278668,22.13258041,30.45056051,1259085
Karnataka,SHIMOGA,B.Y.RAGHAVENDRA.,1,BJP,Lotus,MALE,2.0,46.0,GENERAL,Graduate,,,728902,970,729872,43.53109858,56.84064772,1676668
Karnataka,SHIMOGA,S.MADHUBANGARAPPA,0,JD(S),A lady farmer carrying paddy on her head,MALE,1.0,52.0,GENERAL,Graduate,,,506212,300,506512,30.2094392,39.44591676,1676668
Maharashtra,SHIRDI,SADASHIV KISAN LOKHANDE,1,SHS,Bow and Arrow,MALE,1.0,56.0,SC,10th Pass,,,483449,3371,486820,30.67396141,47.24105339,1587079
Maharashtra,SHIRDI,KAMBLE BHAUSAHEB MALHARI,0,INC,Hand,MALE,1.0,64.0,SC,Others,,,364113,2512,366625,23.1006144,35.57732057,1587079
Maharashtra,SHIRDI,SANJAY LAXMAN SUKHDAN,0,VBA,Cup & Saucer,MALE,2.0,39.0,SC,Graduate,,,62952,335,63287,3.987640187,6.141375757,1587079
Maharashtra,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,0,IND,Ganna Kisan,MALE,0.0,69.0,SC,Graduate Professional,,,35085,441,35526,2.238451898,3.447446002,1587079
Maharashtra,SHIRDI,Adv. BANSI BHAURAO SATPUTE,0,CPI(M),Ears of Corn And Sickle,MALE,1.0,58.0,SC,Graduate Professional,,,20264,36,20300,1.279079365,1.969913693,1587079
Maharashtra,SHIRDI,PRADIP SUNIL SARODE,0,IND,Whistle,MALE,9.0,32.0,SC,12th Pass,,,12923,23,12946,0.815712387,1.256280919,1587079
Maharashtra,SHIRUR,Dr. Amol Ramsing Kolhe,1,NCP,Clock,MALE,0.0,38.0,GENERAL,Graduate Professional,,,634554,1276,635830,29.22645481,49.16889313,2175529
Maharashtra,SHIRUR,Adhalrao Shivaji Dattatrey,0,SHS,Bow and Arrow,MALE,10.0,64.0,GENERAL,Others,,,576002,1345,577347,26.53823507,44.6463881,2175529
Maharashtra,SHIRUR,Ovhal Rahul,0,VBA,Cup & Saucer,MALE,2.0,36.0,GENERAL,8th Pass,,,38028,42,38070,1.749919215,2.943962634,2175529
Uttar Pradesh,SHRAWASTI,RAM SHIROMANI,1,BSP,Elephant,MALE,0.0,49.0,GENERAL,Graduate Professional,,,441505,266,441771,23.07212628,44.30385332,1914739
Uttar Pradesh,SHRAWASTI,DADDAN MISHRA,0,BJP,Lotus,MALE,0.0,52.0,GENERAL,Post Graduate,,,436228,223,436451,22.79428162,43.77032691,1914739
Uttar Pradesh,SHRAWASTI,DHIRENDRA PRATAP SINGH,0,INC,Hand,MALE,8.0,54.0,GENERAL,Post Graduate,,,58014,28,58042,3.031326985,5.820853462,1914739
Uttar Pradesh,SHRAWASTI,NABBAN KHAN,0,CPI(M),Ears of Corn And Sickle,MALE,0.0,63.0,GENERAL,Literate,,,12662,0,12662,0.661291173,1.269832992,1914739
Madhya Pradesh,SIDHI,Riti Pathak,1,BJP,Lotus,FEMALE,0.0,41.0,GENERAL,Post Graduate,,,697212,1130,698342,37.83929643,54.44291556,1845547
Madhya Pradesh,SIDHI,Ajay Arjun Singh,0,INC,Hand,MALE,2.0,63.0,GENERAL,Post Graduate,,,411282,536,411818,22.31414318,32.10543344,1845547
Madhya Pradesh,SIDHI,Com. Sanjay Namdeo,0,CPI(M),Ears of Corn And Sickle,MALE,4.0,39.0,GENERAL,10th Pass,,,27647,4,27651,1.498254989,2.155678819,1845547
Madhya Pradesh,SIDHI,Ram Lal Panika,0,BSP,Elephant,MALE,0.0,48.0,ST,12th Pass,,,26511,29,26540,1.438056034,2.069064984,1845547
Madhya Pradesh,SIDHI,Fatte Bahadur Singh Markam,0,GGP,Apple,MALE,0.0,63.0,ST,Post Graduate,,,17025,7,17032,0.922870022,1.327818945,1845547
Madhya Pradesh,SIDHI,Dileep Kumar Shukla,0,IND,Balloon,MALE,,34.0,GENERAL,Not Available,,,15555,0,15555,0.842839548,1.212671659,1845547
Rajasthan,SIKAR,Sumedhanand Saraswati,1,BJP,Lotus,MALE,0.0,67.0,GENERAL,Post Graduate,,,761332,10772,772104,37.81835138,58.02409479,2041612
Rajasthan,SIKAR,Subhash Maharia,0,INC,Hand,MALE,0.0,61.0,GENERAL,Graduate,,,470673,4275,474948,23.26338207,35.69263697,2041612
Rajasthan,SIKAR,Amraram,0,CPI(M),"Hammer, Sickle and Star",MALE,0.0,63.0,GENERAL,Post Graduate,,,31219,243,31462,1.54103718,2.364388826,2041612
Sikkim,SIKKIM,INDRA HANG SUBBA,1,SKM,Table Lamp,MALE,0.0,30.0,GENERAL,Post Graduate,,,161143,5779,166922,38.44995025,47.23115884,434128
Sikkim,SIKKIM,DEK BAHADUR KATWAL,0,SDF,Umbrella,MALE,0.0,42.0,GENERAL,Graduate Professional,,,149158,5331,154489,35.58604835,43.71319836,434128
Sikkim,SIKKIM,LATEN TSHERING SHERPA,0,BJP,Lotus,MALE,0.0,33.0,ST,5th Pass,,,16062,510,16572,3.817307338,4.689104877,434128
Sikkim,SIKKIM,BHARAT BASNETT,0,INC,Hand,MALE,0.0,58.0,GENERAL,10th Pass,,,3922,68,3990,0.919083773,1.128984339,434128
Assam,SILCHAR,RAJDEEP ROY,1,BJP,Lotus,MALE,0.0,48.0,GENERAL,Post Graduate,,,496235,3179,499414,41.76680159,52.5317401,1195720
Assam,SILCHAR,SUSHMITA DEV,0,INC,Hand,FEMALE,1.0,46.0,GENERAL,Post Graduate,,,416233,1585,417818,34.94279597,43.94892131,1195720
Jharkhand,SINGHBHUM,GEETA KORA,1,INC,Hand,FEMALE,1.0,35.0,ST,Post Graduate,,,431545,270,431815,34.00340337,49.09688965,1269917
Jharkhand,SINGHBHUM,LAXMAN GILUWA,0,BJP,Lotus,MALE,3.0,57.0,ST,12th Pass,,,359159,501,359660,28.32153597,40.89294567,1269917
Jharkhand,SINGHBHUM,PUSHPA SINKU,0,IND,Helicopter,FEMALE,0.0,29.0,ST,Post Graduate,,,15215,9,15224,1.198818505,1.730952024,1269917
Jharkhand,SINGHBHUM,PRATAP SINGH BANARA,0,APoI,Coat,MALE,0.0,25.0,ST,Post Graduate,,,11286,12,11298,0.889664443,1.28457015,1269917
Jharkhand,SINGHBHUM,PARDESHI LAL MUNDA,0,BSP,Elephant,MALE,1.0,31.0,ST,12th Pass,,,9483,8,9491,0.747371679,1.079116241,1269917
Jharkhand,SINGHBHUM,ANIL SOREN,0,IND,Tractor Chalata Kisan,MALE,0.0,31.0,ST,Graduate,,,9151,3,9154,0.720834511,1.040799713,1269917
Haryana,SIRSA,Sunita Duggal,1,BJP,Lotus,FEMALE,0.0,51.0,SC,Post Graduate,,,712877,1474,714351,39.61246547,52.13038452,1803349
Haryana,SIRSA,Ashok Tanwar,0,INC,Hand,MALE,1.0,43.0,SC,Doctorate,,,404099,334,404433,22.42677374,29.51384936,1803349
Haryana,SIRSA,Nirmal Singh Malri,0,JNJP,Chappals,MALE,0.0,37.0,SC,12th Pass,,,95792,122,95914,5.318659893,6.999407436,1803349
Haryana,SIRSA,Charanjeet Singh Rori,0,INLD,Spectacles,MALE,0.0,49.0,SC,10th Pass,,,87979,114,88093,4.884966803,6.42866317,1803349
Haryana,SIRSA,Janak Raj Atwal,0,BSP,Elephant,MALE,0.0,50.0,SC,Post Graduate,,,25080,27,25107,1.392242988,1.832205126,1803349
Bihar,SITAMARHI,Sunil Kumar Pintu,1,JD(U),Arrow,MALE,6.0,58.0,GENERAL,Graduate,,,565533,2212,567745,32.39714138,54.61186995,1752454
Bihar,SITAMARHI,Arjun Ray,0,RJD,Hurricane Lamp,MALE,2.0,47.0,GENERAL,Doctorate,,,315230,1976,317206,18.10067483,30.51231243,1752454
Bihar,SITAMARHI,Dharmendra Kumar,0,IND,Football Player,MALE,0.0,33.0,GENERAL,8th Pass,,,20485,2,20487,1.169046377,1.970661793,1752454
Bihar,SITAMARHI,Vinod Sah,0,IND,Helicopter,MALE,0.0,48.0,GENERAL,Literate,,,17724,0,17724,1.011381754,1.704886495,1752454
Bihar,SITAMARHI,Mahesh Nandan Singh,0,IND,Bead Necklace,MALE,0.0,55.0,GENERAL,Graduate,,,17270,0,17270,0.985475225,1.661215852,1752454
Bihar,SITAMARHI,Ramesh Kumar Mishra,0,IND,Ganna Kisan,MALE,0.0,48.0,GENERAL,8th Pass,,,11054,2,11056,0.630886745,1.063485956,1752454
Uttar Pradesh,SITAPUR,Rajesh Verma,1,BJP,Lotus,MALE,1.0,58.0,GENERAL,Post Graduate,,,513984,544,514528,30.88169802,48.30241959,1666126
Uttar Pradesh,SITAPUR,Nakul Dubey,0,BSP,Elephant,MALE,1.0,53.0,GENERAL,Graduate Professional,,,413173,522,413695,24.82975477,38.83650544,1666126
Uttar Pradesh,SITAPUR,Qaiser Jahan,0,INC,Hand,FEMALE,1.0,45.0,GENERAL,8th Pass,,,95958,60,96018,5.762949501,9.013895695,1666126
Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,1,INC,Hand,MALE,8.0,47.0,GENERAL,Graduate Professional,,,564002,2102,566104,36.47532666,52.18000453,1552019
Tamil Nadu,SIVAGANGA,H.RAJA,0,BJP,Lotus,MALE,3.0,61.0,GENERAL,Graduate Professional,,,233295,565,233860,15.0681145,21.55578456,1552019
Tamil Nadu,SIVAGANGA,V.PANDI,0,IND,Gift Pack,MALE,,43.0,GENERAL,Not Available,,,122325,209,122534,7.895135304,11.29443473,1552019
Tamil Nadu,SIVAGANGA,V.SAKTHI PRIYA,0,NTK,Ganna Kisan,FEMALE,0.0,27.0,GENERAL,Post Graduate,,,71991,249,72240,4.654582193,6.658641394,1552019
