STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS  IN CONSTITUENCY,OVER TOTAL VOTES POLLED  IN CONSTITUENCY,TOTAL ELECTORS
Telangana,ADILABAD,SOYAM BAPU RAO,1,BJP,Lotus,MALE,52.0,52.0,ST,12th Pass,,,376892,482,377374,25.33068419,35.4682479,1489790
Telangana,ADILABAD,Godam Nagesh,0,TRS,Car,MALE,0.0,54.0,ST,Post Graduate,,,318665,149,318814,21.39992885,29.96436953,1489790
Telangana,ADILABAD,RATHOD RAMESH,0,INC,Hand,MALE,3.0,52.0,ST,12th Pass,,,314057,181,314238,21.09277146,29.53428505,1489790
Uttar Pradesh,AGRA,Satyapal Singh Baghel,1,BJP,Lotus,MALE,5.0,58.0,SC,Doctorate,,,644459,2416,646875,33.38382301,56.46461464,1937690
Uttar Pradesh,AGRA,Manoj Kumar Soni,0,BSP,Elephant,MALE,0.0,47.0,SC,Post Graduate,,,434199,1130,435329,22.46639039,37.99912537,1937690
Uttar Pradesh,AGRA,Preeta Harit,0,INC,Hand,FEMALE,0.0,54.0,SC,Post Graduate,,,44877,272,45149,2.330042473,3.940979148,1937690
Maharashtra,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,BJP,Lotus,MALE,0.0,37.0,GENERAL,Doctorate,,,696961,7699,704660,37.85653348,58.42515898,1861396
Maharashtra,AHMADNAGAR,SANGRAM ARUNKAKA JAGTAP,0,NCP,Clock,MALE,1.0,34.0,GENERAL,Graduate,,,419364,3822,423186,22.73487211,35.08743129,1861396
Maharashtra,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,0,VBA,Cup & Saucer,MALE,0.0,62.0,GENERAL,Graduate,,,31644,163,31807,1.708771266,2.637199546,1861396
Gujarat,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,1,BJP,Lotus,MALE,0.0,58.0,GENERAL,Others,,,745810,4024,749834,41.3849704,67.00546171,1811851
Gujarat,AHMEDABAD EAST,Gitaben Patel,0,INC,Hand,FEMALE,6.0,38.0,GENERAL,10th Pass,,,312883,2621,315504,17.41335242,28.19356176,1811851
Gujarat,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1,BJP,Lotus,MALE,0.0,69.0,SC,Post Graduate,,,638241,3381,641622,39.04432316,64.21145018,1643317
Gujarat,AHMEDABAD WEST,RAJU PARMAR,0,INC,Hand,MALE,0.0,68.0,SC,Graduate,,,317797,2279,320076,19.47743497,32.03216867,1643317
Gujarat,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,0,BSP,Elephant,MALE,0.0,66.0,SC,8th Pass,,,9909,119,10028,0.610229189,1.003569738,1643317
Rajasthan,AJMER,Bhagirath Chaudhary,1,BJP,Lotus,MALE,0.0,64.0,GENERAL,12th Pass,,,811091,3985,815076,43.4395362,64.52234957,1876346
Rajasthan,AJMER,Riju Jhunjhunwala,0,INC,Hand,MALE,0.0,40.0,GENERAL,Graduate,,,397420,1232,398652,21.24618807,31.55774885,1876346
Rajasthan,AJMER,Durga Lal Regar,0,BSP,Elephant,MALE,0.0,60.0,SC,Post Graduate,,,13547,71,13618,0.725772326,1.078016475,1876346
Rajasthan,AJMER,Vishram Babu,0,APoI,Coat,MALE,0.0,60.0,SC,Post Graduate,,,13036,5,13041,0.695021068,1.032340494,1876346
Uttar Pradesh,AKBARPUR,Devendra Singh 'Bhole',1,BJP,Lotus,MALE,0.0,64.0,GENERAL,10th Pass,,,577603,3679,581282,32.91292046,56.62023333,1766121
Uttar Pradesh,AKBARPUR,Nisha Sachan,0,BSP,Elephant,FEMALE,0.0,46.0,GENERAL,Post Graduate,,,304553,1587,306140,17.33403317,29.81980903,1766121
Uttar Pradesh,AKBARPUR,Rajaram Pal,0,INC,Hand,MALE,1.0,58.0,GENERAL,Graduate Professional,,,107592,749,108341,6.134404155,10.55304086,1766121
Maharashtra,AKOLA,Dhotre Sanjay Shamrao,1,BJP,Lotus,MALE,1.0,60.0,GENERAL,Graduate Professional,,,552898,1546,554444,29.72620712,49.49575293,1865169
Maharashtra,AKOLA,Ambedkar (Adv) Prakash Yashwant,0,VBA,Cup & Saucer,MALE,0.0,64.0,GENERAL,Graduate Professional,,,278241,607,278848,14.95028064,24.89303106,1865169
Maharashtra,AKOLA,Hidayatullah Barakatullah Patel,0,INC,Hand,MALE,1.0,60.0,GENERAL,10th Pass,,,254094,276,254370,13.63790627,22.70785629,1865169
Kerala,ALAPPUZHA,Adv. A M ARIFF,1,CPI(M),"Hammer, Sickle and Star",MALE,2.0,54.0,GENERAL,Graduate Professional,,,443003,2967,445970,32.87164969,40.91047525,1356701
Kerala,ALAPPUZHA,Adv. SHANIMOL OSMAN,0,INC,Hand,FEMALE,0.0,52.0,GENERAL,Post Graduate,,,433790,1706,435496,32.09962991,39.94965655,1356701
Kerala,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,0,BJP,Lotus,MALE,1.0,64.0,GENERAL,Doctorate,,,186278,1451,187729,13.83716825,17.22107453,1356701
Kerala,ALATHUR,RAMYA HARIDAS,1,INC,Hand,FEMALE,3.0,32.0,SC,10th Pass,,,532493,1322,533815,42.13905339,52.36684011,1266794
Kerala,ALATHUR,DR. P.K.BIJU,0,CPI(M),"Hammer, Sickle and Star",MALE,0.0,44.0,SC,Doctorate,,,373696,1151,374847,29.59020962,36.77220182,1266794
Kerala,ALATHUR,T.V.BABU,0,BDJS,Pot,MALE,4.0,61.0,SC,10th Pass,,,89575,262,89837,7.091681836,8.812940466,1266794
Uttar Pradesh,ALIGARH,SATISH KUMAR GAUTAM,1,BJP,Lotus,MALE,0.0,46.0,GENERAL,10th Pass,,,651805,4410,656215,34.77322936,56.37828085,1887127
Uttar Pradesh,ALIGARH,DR. AJEET BALIYAN,0,BSP,Elephant,MALE,0.0,51.0,GENERAL,Doctorate,,,424890,2064,426954,22.62455044,36.68147257,1887127
Uttar Pradesh,ALIGARH,BIJENDRA SINGH CHAUDHARY,0,INC,Hand,MALE,4.0,62.0,GENERAL,Graduate,,,50346,534,50880,2.696161944,4.371321792,1887127
West Bengal,ALIPURDUARS,JOHN BARLA,1,BJP,Lotus,MALE,9.0,43.0,ST,8th Pass,,,747788,3016,750804,45.54790968,54.35976298,1648383
West Bengal,ALIPURDUARS,DASRATH TIRKEY,0,AITC,Flowers and Grass,MALE,0.0,52.0,ST,Graduate,,,505885,930,506815,30.74619187,36.69445458,1648383
West Bengal,ALIPURDUARS,MILI ORAON,0,RSP,Spade & Stoker,FEMALE,0.0,42.0,ST,Post Graduate,,,53859,151,54010,3.276544347,3.910435745,1648383
West Bengal,ALIPURDUARS,MOHANLAL BASUMATA,0,INC,Hand,MALE,0.0,44.0,ST,Graduate Professional,,,27279,148,27427,1.66387302,1.985771545,1648383
Uttar Pradesh,ALLAHABAD,Rita Bahuguna Joshi,1,BJP,Lotus,FEMALE,6.0,69.0,GENERAL,Doctorate,,,493204,1250,494454,28.81164926,55.5845464,1716160
Uttar Pradesh,ALLAHABAD,Rajendra Singh Patel,0,SP,Bicycle,MALE,0.0,63.0,GENERAL,Graduate,,,309328,851,310179,18.07401408,34.86908593,1716160
Uttar Pradesh,ALLAHABAD,Yogesh Shukla,0,INC,Hand,MALE,1.0,49.0,GENERAL,12th Pass,,,31852,101,31953,1.861889334,3.592028805,1716160
Uttar Pradesh,ALLAHABAD,Girdhar Gopal Tripathi,0,CPI(M),Ears of Corn And Sickle,MALE,0.0,77.0,GENERAL,Post Graduate,,,10397,6,10403,0.606178911,1.169463764,1716160
Uttarakhand,ALMORA,Ajay Tamta,1,BJP,Lotus,MALE,0.0,46.0,SC,12th Pass,,,430455,14196,444651,33.23728069,63.53909006,1337808
Uttarakhand,ALMORA,Pradeep Tamta,0,INC,Hand,MALE,1.0,60.0,SC,Post Graduate,,,209836,1829,211665,15.82177712,30.24619645,1337808
Uttarakhand,ALMORA,Sunder Dhoni (Advocate),0,BSP,Elephant,MALE,0.0,41.0,SC,Post Graduate,,,10059,131,10190,0.761693756,1.456115758,1337808
Rajasthan,ALWAR,Balak Nath,1,BJP,Lotus,MALE,0.0,35.0,GENERAL,10th Pass,,,750580,9621,760201,40.25371136,59.93021553,1888524
Rajasthan,ALWAR,Bhanwar Jitendra Singh,0,INC,Hand,MALE,2.0,47.0,GENERAL,Graduate,,,426794,3436,430230,22.78128316,33.91705171,1888524
Rajasthan,ALWAR,Imran Khan,0,BSP,Elephant,MALE,0.0,31.0,GENERAL,10th Pass,,,56399,250,56649,2.999644167,4.465906753,1888524
Andhra Pradesh,AMALAPURAM,CHINTA ANURADHA,1,YSRCP,Ceiling Fan,FEMALE,0.0,46.0,SC,Graduate,,,482003,3955,485958,33.29491982,39.33710441,1459556
Andhra Pradesh,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),0,TDP,Bicycle,MALE,0.0,28.0,SC,Graduate Professional,,,443590,2573,446163,30.56840573,36.11579707,1459556
Andhra Pradesh,AMALAPURAM,D M R SEKHAR,0,JnP,Glass Tumbler,MALE,1.0,59.0,SC,Post Graduate,,,253740,1577,255317,17.49278548,20.66728295,1459556
Haryana,AMBALA,RATTAN LAL KATARIA,1,BJP,Lotus,MALE,0.0,67.0,SC,Post Graduate,,,744438,2070,746508,40.27100233,56.64280587,1853711
Haryana,AMBALA,SELJA,0,INC,Hand,FEMALE,0.0,56.0,SC,Post Graduate,,,403678,485,404163,21.80291318,30.66668589,1853711
Haryana,AMBALA,NARESH KUMAR,0,BSP,Elephant,MALE,0.0,55.0,SC,10th Pass,,,96205,91,96296,5.194768764,7.30665396,1853711
Haryana,AMBALA,RAM PAL,0,INLD,Spectacles,MALE,1.0,61.0,SC,10th Pass,,,19518,57,19575,1.05598985,1.485292756,1853711
Uttar Pradesh,AMBEDKAR NAGAR,Ritesh Pandey,1,BSP,Elephant,MALE,1.0,38.0,GENERAL,Graduate,,,563445,673,564118,31.59162146,51.7247608,1785657
Uttar Pradesh,AMBEDKAR NAGAR,Mukut Bihari,0,BJP,Lotus,MALE,0.0,71.0,GENERAL,Graduate Professional,,,467287,951,468238,26.22216921,42.93339079,1785657
Uttar Pradesh,AMBEDKAR NAGAR,Rakesh,0,SBSP,Walking Stick,MALE,0.0,36.0,GENERAL,12th Pass,,,15164,3,15167,0.849379248,1.390683238,1785657
Uttar Pradesh,AMETHI,Smriti Irani,1,BJP,Lotus,FEMALE,0.0,43.0,GENERAL,12th Pass,,,467598,916,468514,26.87180781,49.68566932,1743515
Uttar Pradesh,AMETHI,Rahul Gandhi,0,INC,Hand,MALE,6.0,48.0,GENERAL,Post Graduate,,,412867,527,413394,23.71037817,43.8402216,1743515
Maharashtra,AMRAVATI,Navnit Ravi Rana,1,IND,Spanner,FEMALE,1.0,33.0,SC,10th Pass,,,507844,3103,510947,27.87352074,45.87203159,1833091
Maharashtra,AMRAVATI,Adsul Anandrao Vithoba,0,SHS,Bow and Arrow,MALE,2.0,71.0,SC,Graduate,,,470549,3447,473996,25.8577452,42.55462794,1833091
Maharashtra,AMRAVATI,Gunwant Deopare,0,VBA,Whistle,MALE,2.0,47.0,SC,Others,,,64585,550,65135,3.553287862,5.847719582,1833091
Maharashtra,AMRAVATI,Arun Motiramji Wankhade,0,BSP,Elephant,MALE,3.0,56.0,SC,12th Pass,,,12232,104,12336,0.672961681,1.107507005,1833091
Gujarat,AMRELI,Kachhadiya Naranbhai Bhikhabhai,1,BJP,Lotus,MALE,0.0,64.0,GENERAL,12th Pass,,,527593,1442,529035,32.48700759,58.0436736,1628451
Gujarat,AMRELI,Paresh Dhanani,0,INC,Hand,MALE,0.0,42.0,GENERAL,Graduate,,,326781,823,327604,20.11752273,35.94344353,1628451
Gujarat,AMRELI,Chauhan Ravjibhai Mulabhai,0,BSP,Elephant,MALE,0.0,47.0,SC,Literate,,,9664,27,9691,0.59510541,1.06325903,1628451
Punjab,AMRITSAR,GURJEET SINGH AUJLA,1,INC,Hand,MALE,0.0,46.0,GENERAL,12th Pass,,,444052,980,445032,29.51385228,51.71291057,1507875
Punjab,AMRITSAR,HARDEEP SINGH PURI,0,BJP,Lotus,MALE,0.0,67.0,GENERAL,Post Graduate,,,344049,1357,345406,22.90680594,40.13632635,1507875
Punjab,AMRITSAR,KULDIP SINGH DHALIWAL,0,AAP,Broom,MALE,0.0,58.0,GENERAL,10th Pass,,,19800,287,20087,1.3321396,2.334118074,1507875
Punjab,AMRITSAR,DASWINDER KAUR,0,CPI(M),Ears of Corn And Sickle,FEMALE,0.0,55.0,GENERAL,Graduate,,,16278,57,16335,1.083312609,1.898134053,1507875
Uttar Pradesh,AMROHA,KUNWAR DANISH ALI,1,BSP,Elephant,MALE,0.0,43.0,GENERAL,Graduate,,,600744,338,601082,36.50809173,51.38533401,1646435
Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,0,BJP,Lotus,MALE,0.0,58.0,GENERAL,8th Pass,,,536380,1454,537834,32.66657961,45.9783852,1646435
Uttar Pradesh,AMROHA,SACHIN CHOUDHARY,0,INC,Hand,MALE,0.0,35.0,GENERAL,12th Pass,,,12454,56,12510,0.759823497,1.069455629,1646435
Andhra Pradesh,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,1,YSRCP,Ceiling Fan,FEMALE,0.0,52.0,GENERAL,Graduate Professional,,,583210,3016,586226,38.5329471,47.25891124,1521363
Andhra Pradesh,ANAKAPALLI,ADARI ANAND KUMAR,0,TDP,Bicycle,MALE,0.0,43.0,GENERAL,10th Pass,,,495381,1653,497034,32.67030945,40.06865217,1521363
Andhra Pradesh,ANAKAPALLI,Chintala Partha Sarathi,0,JnP,Glass Tumbler,MALE,0.0,56.0,GENERAL,Post Graduate,,,82126,462,82588,5.428553212,6.657874201,1521363
Andhra Pradesh,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),0,BJP,Lotus,MALE,0.0,65.0,GENERAL,Post Graduate,,,12888,388,13276,0.872638548,1.070251585,1521363
Gujarat,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),1,BJP,Lotus,MALE,2.0,54.0,GENERAL,Others,,,631581,1516,633097,38.23349659,57.03144987,1655870
Gujarat,ANAND,BHARATBHAI MADHAVSINH SOLANKI,0,INC,Hand,MALE,0.0,65.0,GENERAL,Graduate Professional,,,434006,1373,435379,26.29306648,39.22036531,1655870
Punjab,ANANDPUR SAHIB,Manish Tewari,1,INC,Hand,MALE,0.0,53.0,GENERAL,Graduate Professional,,,426904,1141,428045,25.1957765,39.55965857,1698876
Punjab,ANANDPUR SAHIB,Professor Prem Singh Chandumajra,0,SAD,Scales,MALE,1.0,69.0,GENERAL,Post Graduate,,,379552,1609,381161,22.4360695,35.2266678,1698876
Punjab,ANANDPUR SAHIB,Sodhi Vikram Singh,0,BSP,Elephant,MALE,0.0,62.0,GENERAL,Graduate,,,146077,364,146441,8.61987573,13.53398816,1698876
Punjab,ANANDPUR SAHIB,Narinder Singh Shergill,0,AAP,Broom,MALE,1.0,51.0,GENERAL,Post Graduate,,,52539,513,53052,3.122770585,4.903033574,1698876
Andhra Pradesh,ANANTAPUR,TALARI RANGAIAH,1,YSRCP,Ceiling Fan,MALE,2.0,48.0,GENERAL,Doctorate,,,690901,4307,695208,41.77531007,51.5689326,1664160
Andhra Pradesh,ANANTAPUR,J.C. PAVAN REDDY,0,TDP,Bicycle,MALE,0.0,45.0,GENERAL,Graduate,,,550597,3183,553780,33.27684838,41.07812841,1664160
Andhra Pradesh,ANANTAPUR,K.RAJIV REDDY,0,INC,Hand,MALE,0.0,29.0,GENERAL,Graduate Professional,,,29994,85,30079,1.807458417,2.231191131,1664160
Andhra Pradesh,ANANTAPUR,D.JAGADEESH,0,CPI(M),Ears of Corn And Sickle,MALE,9.0,58.0,GENERAL,8th Pass,,,20192,102,20294,1.219474089,1.505362306,1664160
Jammu & Kashmir,ANANTNAG,HASNAIN MASOODI,1,JKN,Plough,MALE,0.0,65.0,GENERAL,Post Graduate,,,40032,148,40180,2.874560285,32.02486749,1397779
Jammu & Kashmir,ANANTNAG,GHULAM AHMAD MIR,0,INC,Hand,MALE,0.0,60.0,GENERAL,Graduate,,,32879,625,33504,2.39694544,26.70386163,1397779
Jammu & Kashmir,ANANTNAG,MEHBOOBA MUFTI,0,JKPDP,Ink Pot & Pen,FEMALE,1.0,59.0,GENERAL,Graduate Professional,,,30223,301,30524,2.183750078,24.32869725,1397779
Jammu & Kashmir,ANANTNAG,SOFI YOUSUF,0,BJP,Lotus,MALE,1.0,53.0,GENERAL,Illiterate,,,9687,538,10225,0.731517643,8.149683179,1397779
Jammu & Kashmir,ANANTNAG,CH. ZAFFAR ALI,0,JPC,Apple,MALE,0.0,60.0,ST,8th Pass,,,1629,17,1646,0.117758244,1.311919659,1397779
Jammu & Kashmir,ANANTNAG,GH. MOHD. WANI,0,IND,Table,MALE,0.0,45.0,GENERAL,12th Pass,,,1365,4,1369,0.097941091,1.091140956,1397779
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,1,INC,Hand,MALE,0.0,52.0,GENERAL,Graduate Professional,,,95249,59,95308,29.92674372,45.95415578,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,0,BJP,Lotus,MALE,1.0,46.0,GENERAL,Graduate Professional,,,93772,129,93901,29.48494525,45.27575001,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,0,IND,Helicopter,MALE,0.0,61.0,GENERAL,Post Graduate,,,5339,2,5341,1.677075778,2.575241806,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,0,AAP,Broom,MALE,0.0,49.0,GENERAL,12th Pass,,,2837,2,2839,0.891446945,1.368865659,318471
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,0,BSP,Elephant,MALE,0.0,43.0,SC,Post Graduate,,,2478,8,2486,0.780604827,1.198661511,318471
Uttar Pradesh,AONLA,DHARMENDRA KASHYAP,1,BJP,Lotus,MALE,0.0,50.0,GENERAL,10th Pass,,,536377,1298,537675,30.11164283,51.06600614,1785605
Uttar Pradesh,AONLA,RUCHIVIRA,0,BSP,Elephant,FEMALE,1.0,57.0,GENERAL,Graduate,,,423100,832,423932,23.74164499,40.26319638,1785605
Uttar Pradesh,AONLA,KUNWAR SARVARAJ SINGH,0,INC,Hand,MALE,0.0,64.0,GENERAL,Graduate Professional,,,62407,141,62548,3.502902378,5.940533877,1785605
Tamil Nadu,ARAKKONAM,S. JAGATHRAKSHAKAN,1,DMK,Rising Sun,MALE,2.0,71.0,GENERAL,10th Pass,,,666688,5502,672190,44.81218867,56.97916102,1500016
Tamil Nadu,ARAKKONAM,A.K. MOORTHY,0,PMK,Mango,MALE,6.0,55.0,GENERAL,Post Graduate,,,341527,1707,343234,22.88202259,29.0947282,1500016
Tamil Nadu,ARAKKONAM,N.G. PARTHIBAN,0,IND,Gift Pack,MALE,0.0,43.0,GENERAL,8th Pass,,,66595,231,66826,4.455019146,5.664602886,1500016
Tamil Nadu,ARAKKONAM,Y.R. PAVENDHAN,0,NTK,Ganna Kisan,MALE,0.0,40.0,GENERAL,Post Graduate,,,29065,282,29347,1.956445798,2.487641051,1500016
Tamil Nadu,ARAKKONAM,"RAJENDRAN, N.",0,MNM,Battery Torch,MALE,0.0,61.0,GENERAL,Post Graduate,,,23598,173,23771,1.58471643,2.014983318,1500016
West Bengal,ARAMBAGH,APARUPA PODDAR (AFRIN ALI),1,AITC,Flowers and Grass,FEMALE,1.0,33.0,SC,Post Graduate,,,649613,316,649929,36.82889015,44.13893194,1764726
West Bengal,ARAMBAGH,TAPAN KUMAR RAY,0,BJP,Lotus,MALE,1.0,55.0,SC,Post Graduate,,,647755,1032,648787,36.76417756,44.06137476,1764726
West Bengal,ARAMBAGH,SAKTI MOHAN MALIK,0,CPI(M),"Hammer, Sickle and Star",MALE,2.0,59.0,SC,Post Graduate,,,100373,147,100520,5.696068398,6.826661741,1764726
West Bengal,ARAMBAGH,JYOTI KUMARI DAS,0,INC,Hand,FEMALE,0.0,41.0,SC,Graduate,,,25094,34,25128,1.423903767,1.706529608,1764726
Tamil Nadu,ARANI,VISHNU PRASAD M K,1,INC,Hand,MALE,1.0,46.0,GENERAL,Graduate Professional,,,613390,4370,617760,42.62912742,53.9567497,1449150
Tamil Nadu,ARANI,ELUMALAI V,0,AIADMK,Two Leaves,MALE,0.0,63.0,GENERAL,Graduate Professional,,,385294,1660,386954,26.70213573,33.79755912,1449150
Tamil Nadu,ARANI,SENTHAMIZHAN G,0,IND,Gift Pack,MALE,0.0,55.0,GENERAL,Post Graduate,,,46326,57,46383,3.200703861,4.051210699,1449150
Tamil Nadu,ARANI,TAMIZHARASI A,0,NTK,Ganna Kisan,FEMALE,0.0,37.0,GENERAL,Post Graduate,,,32151,258,32409,2.23641445,2.830685543,1449150
Tamil Nadu,ARANI,SHAJI V,0,MNM,Battery Torch,MALE,0.0,41.0,GENERAL,8th Pass,,,14680,96,14776,1.019632198,1.290573902,1449150
Bihar,ARARIA,PRADEEP KUMAR SINGH,1,BJP,Lotus,MALE,3.0,52.0,GENERAL,10th Pass,,,618004,430,618434,34.25394045,52.86931039,1805439
Bihar,ARARIA,SARFARAZ ALAM,0,RJD,Hurricane Lamp,MALE,6.0,50.0,GENERAL,Graduate,,,481120,73,481193,26.65240975,41.13671317,1805439
Bihar,ARRAH,R. K. Singh,1,BJP,Lotus,MALE,1.0,66.0,GENERAL,Graduate Professional,,,560106,6374,566480,27.11269948,52.33245632,2089353
Bihar,ARRAH,Raju Yadav,0,CPI(ML)(L),Flag with Three Stars,MALE,1.0,36.0,GENERAL,Post Graduate,,,418266,929,419195,20.06338804,38.7259992,2089353
Bihar,ARRAH,Shiv das Singh,0,IND,Football,MALE,0.0,81.0,GENERAL,12th Pass,,,13768,5,13773,0.659199283,1.272374878,2089353
Bihar,ARRAH,Raj Giri Bhagat,0,SSD,Saw,MALE,0.0,70.0,GENERAL,12th Pass,,,12592,6,12598,0.602961778,1.163826233,2089353
Andhra Pradesh,ARUKU,GODDETI. MADHAVI,1,YSRCP,Ceiling Fan,FEMALE,0.0,26.0,ST,Graduate Professional,,,557561,4629,562190,38.73384511,52.13983965,1451418
Andhra Pradesh,ARUKU,KISHORE CHANDRA DEO,0,TDP,Bicycle,MALE,0.0,72.0,ST,Post Graduate,,,336163,1938,338101,23.2945299,31.35689344,1451418
Andhra Pradesh,ARUKU,GANGULAIAH VAMPURU.,0,JnP,Glass Tumbler,MALE,3.0,49.0,ST,10th Pass,,,42245,549,42794,2.948426987,3.968893609,1451418
Andhra Pradesh,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,0,BJP,Lotus,MALE,0.0,54.0,ST,Doctorate,,,17578,289,17867,1.23100306,1.657059917,1451418
Andhra Pradesh,ARUKU,SHRUTI DEVI VYRICHERLA,0,INC,Hand,FEMALE,0.0,46.0,ST,Graduate Professional,,,17656,74,17730,1.221564015,1.644353967,1451418
Andhra Pradesh,ARUKU,KANGALA BALUDORA,0,IND,Cup & Saucer,MALE,0.0,61.0,ST,Illiterate,,,13810,16,13826,0.952585678,1.282280764,1451418
Andhra Pradesh,ARUKU,NARAVA SATYAVATHI,0,IND,Bangles,FEMALE,0.0,37.0,ST,10th Pass,,,11231,5,11236,0.774139497,1.042073388,1451418
Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,1,BJP,Lotus,MALE,0.0,54.0,ST,Post Graduate,,,148567,5316,153883,45.28794425,52.03689989,339788
Arunachal Pradesh,ARUNACHAL EAST,Lowangcha Wanglat,0,INC,Hand,MALE,0.0,69.0,ST,Graduate,,,80378,3557,83935,24.70216723,28.38336394,339788
Arunachal Pradesh,ARUNACHAL EAST,Mongol Yomso,0,PPA,Maize,MALE,0.0,47.0,ST,12th Pass,,,22160,777,22937,6.750385535,7.756349778,339788
Arunachal Pradesh,ARUNACHAL EAST,Bandey Mili,0,JD(S),A lady farmer carrying paddy on her head,MALE,0.0,38.0,ST,12th Pass,,,15304,654,15958,4.696457791,5.396339092,339788
Arunachal Pradesh,ARUNACHAL EAST,C. C. Singpho,0,IND,Helicopter,MALE,0.0,68.0,ST,Graduate,,,10955,538,11493,3.382403145,3.886459781,339788
Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,1,BJP,Lotus,MALE,0.0,47.0,ST,Graduate Professional,,,216494,9302,225796,48.68653981,62.02385956,463775
Arunachal Pradesh,ARUNACHAL WEST,NABAM TUKI,0,INC,Hand,MALE,1.0,51.0,ST,Graduate,,,49362,1591,50953,10.98657754,13.99626971,463775
Arunachal Pradesh,ARUNACHAL WEST,JARJUM ETE,0,JD(S),A lady farmer carrying paddy on her head,FEMALE,0.0,56.0,ST,Post Graduate,,,41510,2410,43920,9.470109428,12.0643763,463775
Arunachal Pradesh,ARUNACHAL WEST,KHYODA APIK,0,NPEP,Book,MALE,1.0,42.0,ST,12th Pass,,,26530,589,27119,5.847447577,7.449312863,463775
Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,0,PPA,Maize,MALE,0.0,45.0,ST,Graduate Professional,,,4633,133,4766,1.027653496,1.309171618,463775
West Bengal,ASANSOL,BABUL SUPRIYO,1,BJP,Lotus,MALE,4.0,48.0,GENERAL,Graduate,,,632727,651,633378,39.19745771,51.1551499,1615865
West Bengal,ASANSOL,MOON MOON SEN,0,AITC,Flowers and Grass,FEMALE,0.0,65.0,GENERAL,Post Graduate,,,435584,157,435741,26.96642356,35.19288035,1615865
West Bengal,ASANSOL,GOURANGA CHATTERJEE,0,CPI(M),"Hammer, Sickle and Star",MALE,3.0,59.0,GENERAL,Post Graduate,,,87553,55,87608,5.421740059,7.07571209,1615865
West Bengal,ASANSOL,BISWARUP MONDAL,0,INC,Hand,MALE,0.0,37.0,GENERAL,10th Pass,,,21019,19,21038,1.301965201,1.69914655,1615865
West Bengal,ASANSOL,MD. ZAHIR ALAM,0,BMUP,Cot,MALE,0.0,62.0,GENERAL,Post Graduate,,,12677,0,12677,0.784533361,1.023865425,1615865
Odisha,ASKA,Pramila Bisoyi,1,BJD,Conch,FEMALE,0.0,70.0,GENERAL,5th Pass,,,552364,385,552749,35.86612551,54.51764984,1541145
Odisha,ASKA,Anita Subhadarshini,0,BJP,Lotus,FEMALE,0.0,47.0,GENERAL,Post Graduate,,,346249,1793,348042,22.58333901,34.32739252,1541145
Odisha,ASKA,Rama Krushna Panda,0,CPI(M),Ears of Corn And Sickle,MALE,1.0,47.0,GENERAL,Post Graduate,,,59889,89,59978,3.89178176,5.915631873,1541145
Kerala,ATTINGAL,Adv. ADOOR PRAKASH,1,INC,Hand,MALE,7.0,63.0,GENERAL,Graduate Professional,,,379469,1526,380995,28.20701705,37.87045946,1350710
Kerala,ATTINGAL,Dr. A. SAMPATH,0,CPI(M),"Hammer, Sickle and Star",MALE,0.0,56.0,GENERAL,Doctorate,,,340298,2450,342748,25.37539516,34.06875219,1350710
Kerala,ATTINGAL,SOBHASURENDRAN,0,BJP,Lotus,FEMALE,40.0,49.0,GENERAL,Graduate,,,246502,1579,248081,18.36671084,24.65896259,1350710
Bihar,AURANGABAD,SUSHIL KUMAR SINGH,1,BJP,Lotus,MALE,3.0,53.0,GENERAL,Post Graduate,,,426116,1605,427721,24.54100476,45.72262683,1742883
